# files parsed: 687; parse failures: 0
status	note	area	location	kind	op	table	owned	constraint	key	expression
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:69	removed	read	?	?	none:-	e53e3062ff	$query->withoutTenant()
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:76	removed	read	customers	shop_id	where:via>?	759c8b5cc9	\App\Models\Customer::withoutTenant()->where('shop_id', $shop->id)->count()
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:77	removed	read	items	shop_id	where:via>?	e9487fbea6	\App\Models\Item::withoutTenant()->where('shop_id', $shop->id)->count()
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:78	removed	read	invoices	shop_id	where:via>?	3ac12bb468	\App\Models\Invoice::withoutTenant()->where('shop_id', $shop->id)->count()
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:79	removed	read	repairs	shop_id	where:via>?	aecac05407	\App\Models\Repair::withoutTenant()->where('shop_id', $shop->id)->count()
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:86	unscoped	read	platform_invoices	shop_id	where:via>?	6a2a8ffefc	\App\Models\Platform\PlatformInvoice::where('shop_id', $shop->id)->with('plan')->latest('issued_at')->limit(10)->get()
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:92	unscoped	read	shop_subscriptions	shop_id	where:via>?	ab72912562	\App\Models\Platform\ShopSubscription::query()->where('shop_id', $shop->id)->latest('id')->first()
global	no tenant table: plans — plan catalog	admin	app/Http/Controllers/Admin/ShopManagementController.php:97	unscoped	read	plans	-	none:-	4eb12b91e4	\App\Models\Platform\Plan::orderBy('name')->get(['id', 'name', 'price_monthly', 'price_yearly', 'grace_days'])
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:106	unscoped	read	shop_storage_stats	shop_id	where:via>?	a808e8fd9a	\App\Models\ShopStorageStat::where('shop_id', $shop->id)->first()
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:153	unscoped	read	shop_subscriptions	shop_id	none:-	a7d4ae176c	\App\Models\Platform\ShopSubscription::entitlesAccessToday($shop)
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:224	unscoped	read	shops	self:id	none:-	a3d7b3673f	\App\Models\Shop::query()->withCount('users')->orderBy('id')->each(function (\App\Models\Shop $shop) use ($handle) { \App\Support\Csv::put($handle, [$shop->id, $shop->name, $shop->shop_type, $shop->owner_mobile, $shop->phone, $shop->city, $shop->access_mode, $shop->users_count, $shop->created_at?->toDateTimeString()]); }, 200)
UNREAD		admin	app/Http/Controllers/Admin/SubscriptionManagementController.php:18	embedded	read	shops	self:id	frag:shop_id	5e384d9ab0	\App\Models\Platform\ShopSubscription::with(['shop', 'plan'])->select('shop_subscriptions.*')->leftJoin('shops', 'shop_subscriptions.shop_id', '=', 'shops.id')
UNREAD		admin	app/Http/Controllers/Admin/SubscriptionManagementController.php:18	unscoped	read	shop_subscriptions	shop_id	mention:-	8d6dda7c48	\App\Models\Platform\ShopSubscription::with(['shop', 'plan'])->select('shop_subscriptions.*')->leftJoin('shops', 'shop_subscriptions.shop_id', '=', 'shops.id')
UNREAD		admin	app/Http/Controllers/Admin/SubscriptionManagementController.php:48	raw	read	shop_subscriptions	shop_id	none:-	70326a4b05	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->select('status', \Illuminate\Support\Facades\DB::raw('count(*) as total'))->groupBy('status')->pluck('total', 'status')
global	no tenant table: plans — plan catalog	admin	app/Http/Controllers/Admin/SubscriptionManagementController.php:53	unscoped	read	plans	-	none:-	5c687672e8	\App\Models\Platform\Plan::orderBy('name')->get()
UNREAD		admin	app/Http/Controllers/Admin/SubscriptionManagementController.php:70	unscoped	read	shop_subscriptions	shop_id	none:-	8b2234543e	\App\Models\Platform\ShopSubscription::with(['shop:id,name', 'plan:id,name'])->orderBy('id')->each(function (\App\Models\Platform\ShopSubscription $sub) use ($handle) { \App\Support\Csv::put($handle, [$sub->id, $sub->shop?->name, $sub->plan?->name, $sub->status, $sub->billing_cycle, $sub->price_paid, $sub->starts_at, $sub->ends_at, $sub->created_at?->toDateTimeString()]); }, 500)
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:25	raw	read	jobs	convention:payload	none:-	17fa8838cb	\Illuminate\Support\Facades\DB::table('jobs')->select('queue', \Illuminate\Support\Facades\DB::raw('count(*) as total'), \Illuminate\Support\Facades\DB::raw('sum(case when reserved_at is not null then 1 else 0 end) as processing'), \Illuminate\Support\Facades\DB::raw('sum(case when reserved_at is null then 1 else 0 end) as pending'))->groupBy('queue')->orderBy('queue')->get()
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:35	raw	read	jobs	convention:payload	none:-	3d7faccf84	\Illuminate\Support\Facades\DB::table('jobs')->orderByDesc('id')->limit(50)->get()->map(fn($job) => $this->mapJobRecord($job))
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:41	raw	read	failed_jobs	convention:payload	none:-	407b68d134	\Illuminate\Support\Facades\DB::table('failed_jobs')->orderByDesc('id')->limit(50)->get()->map(fn($job) => $this->mapFailedJob($job))
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:49	raw	read	failed_jobs	convention:payload	none:-	973791b8ca	\Illuminate\Support\Facades\DB::table('failed_jobs')->count()
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:90	raw	read	failed_jobs	convention:payload	none:-	d327616f46	\Illuminate\Support\Facades\DB::table('failed_jobs')->count()
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:91	raw	WRITE	failed_jobs	convention:payload	none:-	9364f081d7	\Illuminate\Support\Facades\DB::table('failed_jobs')->truncate()
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:104	raw	read	failed_jobs	convention:payload	key:via>?	9b1c9c3c1e	\Illuminate\Support\Facades\DB::table('failed_jobs')->where('id', $id)->first()
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:197	removed	read	imports	shop_id	key:mixed(?,other)	8eb1dfa5a3	\App\Models\Import::withoutTenant()->where('id', $importId)->value('shop_id')
UNREAD		admin	app/Http/Controllers/Admin/SystemJobController.php:205	unscoped	read	shops	self:id	key:mixed(mixed(?,other),unowned)	cc16ac1528	\App\Models\Shop::query()->select('id', 'name')->find($shopId)
UNREAD		admin	app/Http/Controllers/Admin/UnresolvedPaymentController.php:28	unscoped	read	subscription_events	shop_id	none:-	d4ad5395d0	\App\Models\Platform\SubscriptionEvent::query()->whereIn('event_type', ['payment.unresolved', 'refund.invalid'])
UNREAD		admin	app/Http/Controllers/Admin/UserManagementController.php:21	unscoped	read	users	shop_id	mention:-	dbea1a6576	\App\Models\User::query()->with(['shop', 'role' => fn($builder) => $builder->withoutTenant()])->when($request->filled('q'), function ($builder) use ($request) { $q = trim((string) $request->q); $builder->where(function ($inner) use ($q) { $inner->where('mobile_number', 'like', "%{$q}%")->orWhere('name', 'ilike', "%{$q}%")->orWhere('email', 'ilike', "%{$q}%")->orWhere('first_name', 'ilike', "%{$q}%")->orWhere('last_name', 'ilike', "%{$q}%"); }); })->when($request->filled('status'), function ($builder) use ($request) { if ($request->status === 'active') { $builder->active(); } elseif ($request->status === 'inactive') { $builder->inactive(); } })->when($request->filled('scope'), function ($builder) use ($request) { if ($request->scope === 'shop_users') { $builder->whereNotNull('shop_id'); } if ($request->scope === 'super_admin') { $builder->whereRaw('1 = 0'); } })
UNREAD		admin	app/Http/Controllers/Admin/UserManagementController.php:24	removed	read	?	?	none:-	3dfdef0d2b	$builder->withoutTenant()
UNREAD		admin	app/Http/Controllers/Admin/UserManagementController.php:61	removed	read	?	?	none:-	196ac26f11	$builder->withoutTenant()
UNREAD		admin	app/Http/Controllers/Admin/UserManagementController.php:141	removed	read	roles	shop_id	key:REQUEST	956197cfdd	\App\Models\Role::withoutTenant()->findOrFail((int) $validated['role_id'])
UNREAD		admin	app/Http/Controllers/Admin/UserMobileController.php:44	unscoped	read	users	shop_id	orkey:via>?	e1e8490822	\App\Models\User::where('mobile_number', $validated['new_mobile_number'])->where('id', '!=', $user->id)->exists()
UNREAD		admin	app/Http/Controllers/Admin/UserMobileController.php:72	raw	WRITE	sessions	convention:user_id	key:via>?	3f0665d44d	\Illuminate\Support\Facades\DB::table('sessions')->where('user_id', $user->id)->delete()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Http/Controllers/AnnouncementDismissController.php:13	raw	WRITE	platform_announcement_dismissals	via:users	none:-	5ce6021e62	\Illuminate\Support\Facades\DB::table('platform_announcement_dismissals')->insertOrIgnore(['announcement_id' => $announcement->id, 'user_id' => auth()->id(), 'created_at' => now(), 'updated_at' => now()])
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Http/Controllers/Api/Mobile/AuthController.php:47	unscoped	read	users	shop_id	none:-	db270523d1	\App\Models\User::where('mobile_number', $request->mobile_number)->first()
ok-self	the user authenticated by password in this request (lines 26-28): that user's own role, sessions and newly created token (reinspected: conservative trust rules)	tenant	app/Http/Controllers/Api/Mobile/AuthController.php:97	removed	read	mobile_device_sessions	shop_id	where:record?	aef3664687	\App\Models\MobileDeviceSession::withoutTenant()->where('user_id', $user->id)->where('shop_id', $user->shop_id)->whereNull('logged_out_at')->each(function (\App\Models\MobileDeviceSession $s) { $s->endSession('replaced'); })
ok-self	the user authenticated by password in this request (lines 26-28): that user's own role, sessions and newly created token (reinspected: conservative trust rules)	tenant	app/Http/Controllers/Api/Mobile/AuthController.php:127	raw	WRITE	personal_access_tokens	via:mobile_device_sessions	key:record?	c30a1c10f0	\Illuminate\Support\Facades\DB::table('personal_access_tokens')->where('id', $tokenObj->accessToken->id)->update(['mobile_device_session_id' => $session->id])
ok-self	the user authenticated by password in this request (lines 26-28): that user's own role, sessions and newly created token (reinspected: conservative trust rules)	tenant	app/Http/Controllers/Api/Mobile/AuthController.php:135	raw	read	roles	shop_id	where:record?	49bab609a6	\Illuminate\Support\Facades\DB::table('roles')->where('id', $user->role_id)->where('shop_id', $user->shop_id)->value('name')
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/AuthController.php:164	removed	read	mobile_device_sessions	shop_id	key:context	773be501fa	\App\Models\MobileDeviceSession::withoutTenant()->where('token_id', $token->id)->whereNull('logged_out_at')->first()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/InvoiceController.php:289	unscoped	WRITE	invoice_payment_claims	shop_id	insert:context	b1134f8cc9	\App\Models\InvoicePaymentClaim::create(['invoice_id' => (int) $locked->id, 'shop_id' => $shopId, 'user_id' => (int) $request->user()->id, 'key' => $idempotencyKey, 'request_hash' => $requestHash, 'response_status' => 201, 'response_body' => null])
trusted	constraint from via>record	tenant	app/Http/Controllers/Api/Mobile/InvoiceController.php:568	unscoped	read	invoice_payment_claims	shop_id	key:via>record	5e703a36bf	\App\Models\InvoicePaymentClaim::query()->where('invoice_id', $invoiceId)->where('key', $key)->first()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/ItemController.php:199	unscoped	read	pending_uploads	shop_id	where:context	4f91b7a64b	\App\Models\PendingUpload::where('upload_token', $validated['image_upload_id'])->where('shop_id', $shopId)->where('status', 'ready')->whereNull('consumed_at')->first()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/ItemController.php:470	unscoped	read	pending_uploads	shop_id	where:context	b040c20f35	\App\Models\PendingUpload::where('upload_token', $validated['image_upload_id'])->where('shop_id', $shopId)->where('status', 'ready')->whereNull('consumed_at')->first()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/ScanController.php:22	unscoped	read	scan_sessions	shop_id	where:context	d31a0f316b	\App\Models\ScanSession::where('token', $request->token)->where('shop_id', $request->user()->shop_id)->active()->first()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/ScanController.php:83	unscoped	read	scan_sessions	shop_id	where:context	4b770cd0c4	\App\Models\ScanSession::where('token', $request->token)->where('shop_id', $request->user()->shop_id)->active()->first()
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Http/Controllers/Api/Mobile/ScanController.php:108	unscoped	WRITE	scan_events	via:scan_sessions	none:-	35373ed527	\App\Models\ScanEvent::create(['scan_session_id' => $session->id, 'barcode' => $request->barcode, 'processed' => false, 'posted_by_user_id' => (int) $request->user()->id, 'posted_by_token_id' => $request->user()->currentAccessToken()?->id])
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/ScanController.php:156	unscoped	read	scan_sessions	shop_id	where:context	3d2ac617dd	\App\Models\ScanSession::where('token', $validated['token'])->where('shop_id', $request->user()->shop_id)->active()->first()
trusted	constraint from REQUEST	tenant	app/Http/Controllers/Api/Mobile/ScanController.php:169	unscoped	read	scan_events	via:scan_sessions	key:REQUEST	2ef58fb6b6	\App\Models\ScanEvent::where('scan_session_id', $session->id)->whereIn('id', $validated['event_ids'])->get(['id', 'processed'])->map(fn($e) => ['event_id' => (int) $e->id, 'processed' => (bool) $e->processed])->values()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/ScanController.php:201	unscoped	read	scan_sessions	shop_id	where:context	b430952fad	\App\Models\ScanSession::where('token', $validated['token'])->where('shop_id', $request->user()->shop_id)->first()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/V1/DevicePushTokenController.php:80	removed	read	mobile_device_sessions	shop_id	key:context	fb5347b6b3	\App\Models\MobileDeviceSession::withoutTenant()->whereNull('logged_out_at')->find($sessionId)
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/V1/ReferencePriceController.php:49	removed	read	shop_metal_reference_prices	shop_id	where:context	a589c96b01	\App\Models\ShopMetalReferencePrice::withoutTenant()->where('shop_id', $shopId)->where('metal_type', $metal)->with('notedBy:id,name')->orderByDesc('noted_at')->orderByDesc('id')->limit(self::HISTORY_LIMIT)->get()->map(fn($row) => $this->presentRow($row))->values()->all()
trusted	constraint from context	tenant	app/Http/Controllers/Api/Mobile/V1/SessionController.php:62	raw	read	roles	shop_id	where:context	74743dc63d	\Illuminate\Support\Facades\DB::table('roles')->where('id', $user->role_id)->where('shop_id', $user->shop_id)->value('name')
